1|100|-1
1|101|-1
1|102|-1
1|103|-1
1|104|-1
1|105|-1
1|106|-1
1|107|-1
1|108|-1
1|109|-1
1|110|-1
1|111|-1
1|112|-1
1|113|-1
1|114|-1
1|115|-1
1|116|-1
1|117|-1
1|118|-1
1|119|-1
1|120|-1
1|121|-1
1|122|-1
1|123|-1
1|124|-1
1|125|-1
1|126|-1
1|127|-1
1|128|-1
1|129|-1
1|130|-1
1|131|-1
1|132|-1
1|133|-1
1|134|-1
1|135|-1
1|136|-1
1|137|-1
1|138|-1
1|139|-1
1|140|-1
1|141|-1
1|142|-1
1|143|-1
1|144|-1
1|145|-1
1|146|-1
1|147|-1
1|148|-1
1|149|-1
1|150|-1
1|151|-1
1|152|-1
1|153|-1
1|154|-1
1|155|-1
1|156|-1
1|157|-1
1|158|-1
1|159|-1
1|160|-1
1|161|-1
1|162|-1
1|163|-1
1|164|-1
1|165|-1
1|166|-1
1|167|-1
1|168|-1
1|169|-1
1|170|-1
1|171|-1
1|172|-1
1|173|-1
1|174|-1
1|175|-1
1|176|-1
1|177|-1
1|178|-1
1|179|-1
1|180|-1
1|181|-1
1|182|-1
1|183|-1
1|184|-1
1|185|-1
1|186|-1
1|187|-1
1|188|-1
1|189|-1
1|190|-1
1|191|-1
1|192|-1
1|193|-1
1|194|-1
1|195|-1
1|196|-1
1|197|-1
1|198|-1
1|199|-1
2|200|-1
2|201|-1
2|202|-1
2|203|-1
2|204|-1
2|205|-1
2|206|-1
2|207|-1
2|208|-1
2|209|-1
2|210|-1
2|211|-1
2|212|-1
2|213|-1
2|214|-1
2|215|-1
2|216|-1
2|217|-1
2|218|-1
2|219|-1
2|220|-1
2|221|-1
2|222|-1
2|223|-1
2|224|-1
2|225|-1
2|226|-1
2|227|-1
2|228|-1
2|229|-1
2|230|-1
2|231|-1
2|232|-1
2|233|-1
2|234|-1
2|235|-1
2|236|-1
2|237|-1
2|238|-1
2|239|-1
2|240|-1
2|241|-1
2|242|-1
2|243|-1
2|244|-1
2|245|-1
2|246|-1
2|247|-1
2|248|-1
2|249|-1
2|250|-1
2|251|-1
2|252|-1
2|253|-1
2|254|-1
2|255|-1
2|256|-1
2|257|-1
2|258|-1
2|259|-1
2|260|-1
2|261|-1
2|262|-1
2|263|-1
2|264|-1
2|265|-1
2|266|-1
2|267|-1
2|268|-1
